Name,Age,Nationality,Overall,Club,ClubName,ClubTop20,WageK,PreferredFoot,Position
R. Hollingshead,27,United States,66,FC Dallas,Others,No,2,Right,Defence
M. De Iriondo,25,Argentina,65,Unión de Santa Fe,Others,No,4,Right,MidField
S. Ibeagha,26,Nigeria,65,New York City FC,Others,No,2,Right,Defence
A. Tahar,28,Algeria,65,Boavista FC,Others,No,2,Right,MidField
Ángel Galván,25,Spain,65,CD Tenerife,Others,No,2,Right,GoalKeeper
N. Besler,25,United States,65,Real Salt Lake,Others,No,2,Right,Defence
M. Bürki,24,Switzerland,65,SV Zulte-Waregem,Others,No,3,Left,Defence
D. Henry,25,Canada,65,Vancouver Whitecaps FC,Others,No,2,Right,Defence
M. Seegert,24,Germany,64,SV Sandhausen,Others,No,1,Right,Defence
R. Jaadi,23,Belgium,64,Royal Antwerp FC,Others,No,3,Right,Forward
M. Ortíz,23,Argentina,64,Club Atlético Talleres,Others,No,4,Right,Forward
D. Nazon,24,Haiti,64,Sint-Truidense VV,Others,No,3,Right,Forward
S. Chilunda,19,Tanzania,63,CD Tenerife,Others,No,1,Right,Forward
A. Lucoqui,20,Germany,63,DSC Arminia Bielefeld,Others,No,2,Left,Defence
R. Hutton,19,England,62,Birmingham City,Others,No,2,Right,Defence
J. Weir,22,England,62,Hull City,Others,No,4,Right,MidField
A. Baker,21,Wales,62,Sheffield Wednesday,Others,No,3,Right,Defence
C. Koca,22,Turkey,62,Fenerbahçe SK,Others,No,7,Right,MidField
C. Roberts,21,England,61,Newcastle United,20NewCastleUnited,Yes,5,Left,MidField
M. Forss,19,Finland,61,Brentford,Others,No,4,Right,Forward
M. Butcher,21,England,61,Bournemouth,Others,No,7,Left,MidField
F. Espíndola,33,Argentina,69,San Martin de Tucumán,Others,No,7,Left,Forward
T. Aoki,28,Japan,68,Urawa Red Diamonds,Others,No,5,Right,MidField
T. Geyer,27,Germany,67,VfR Aalen,Others,No,1,Right,Defence
T. Ugajin,30,Japan,67,Urawa Red Diamonds,Others,No,5,Right,MidField
A. Bannink,28,Netherlands,66,FC Emmen,Others,No,3,Right,MidField
M. Piossek,28,Poland,66,VfL Sportfreunde Lotte,Others,No,1,Right,MidField
L. Hutten,28,Netherlands,66,Fortuna Sittard,Others,No,3,Right,MidField
D. Blacha,27,Poland,66,VfL Osnabrück,Others,No,2,Right,MidField
R. Eckardt,28,Germany,66,FC Carl Zeiss Jena,Others,No,1,Right,MidField
R. Rep,28,Slovenia,66,TSV Hartberg,Others,No,3,Left,MidField
M. Lugo,28,Paraguay,66,Belgrano de Córdoba,Others,No,5,Left,MidField
F. Nimani,29,France,66,Neuchâtel Xamax,Others,No,3,Left,Forward
D. Mahmudov,28,FYR Macedonia,66,Excelsior,Others,No,3,Right,MidField
E. Martinez,27,Uruguay,66,Colorado Rapids,Others,No,3,Right,MidField
Lee Chang Geun,24,Korea Republic,66,Jeju United FC,Others,No,1,Right,GoalKeeper
N. Sonko Sundberg,22,Sweden,65,Östersunds FK,Others,No,1,Right,Defence
R. Ogawa,21,Japan,65,FC Tokyo,Others,No,2,Left,Defence
K. Matsubara,21,Japan,65,Shimizu S-Pulse,Others,No,1,Left,Defence
D. Islamovic,24,Sweden,64,Östersunds FK,Others,No,1,Left,Forward
M. Ellingsen,23,Norway,64,Molde FK,Others,No,2,Left,MidField
Kim Dae Won,21,Korea Republic,63,Daegu FC,Others,No,1,Right,Forward
A. Bah,20,Denmark,63,SønderjyskE,Others,No,2,Right,MidField
N. Kirby,18,England,59,Crystal Palace,Others,No,3,Right,MidField
M. Daly,17,England,59,Huddersfield Town,Others,No,3,Right,MidField
José Juan,39,Spain,68,Elche CF,Others,No,1,Left,GoalKeeper
K. Brennan,34,Republic of Ireland,60,St. Patrick's Athletic,Others,No,1,Left,MidField
D. Pender,33,Republic of Ireland,59,Bohemian FC,Others,No,1,Right,Defence
D. Tomii,28,Japan,56,Shonan Bellmare,Others,No,1,Right,GoalKeeper
G. Kawanami,27,Japan,55,Vegalta Sendai,Others,No,1,Right,GoalKeeper
T. Okuda,29,Japan,55,V-Varen Nagasaki,Others,No,1,Right,GoalKeeper
O. Sverrisson,25,Sweden,54,BK Hcken,Others,No,1,Left,Defence
B. ?ynel,20,Poland,52,Wis?a P?ock,Others,No,1,Left,GoalKeeper
G. Zuñiga,18,Chile,52,CD O'Higgins,Others,No,1,Right,Defence
B. Gradecki,18,Poland,52,Wis?a P?ock,Others,No,1,Right,GoalKeeper
A. Czaplak,21,Poland,52,Zag??bie Sosnowiec,Others,No,1,Right,GoalKeeper
T. Nakagawa,25,Japan,51,Yokohama F. Marinos,Others,No,1,Right,Forward
A. Al Yousif,21,Saudi Arabia,51,Al Fateh,Others,No,3,Left,Defence
R. Grym,19,Poland,51,Wis?a P?ock,Others,No,1,Right,MidField
C. Landa,19,Mexico,50,Tiburones Rojos de Veracruz,Others,No,1,Left,MidField
M. Al Dhafeeri,19,Saudi Arabia,50,Al Batin,Others,No,1,Right,Forward
S. Dawood,19,Saudi Arabia,50,Al Batin,Others,No,1,Right,Defence
C. Leitgeb,33,Austria,69,FC Red Bull Salzburg,Others,No,16,Right,MidField
R. Feltscher,27,Venezuela,67,LA Galaxy,Others,No,3,Right,Defence
Jo Young Cheol,29,Korea Republic,67,Gyeongnam FC,Others,No,3,Right,Forward
K. Nagai,29,Japan,67,FC Tokyo,Others,No,5,Right,Forward
Lee Seok Hyun,28,Korea Republic,67,Pohang Steelers,Others,No,3,Right,MidField
W. Francis,27,Costa Rica,67,Seattle Sounders FC,Others,No,3,Left,Defence
S. Marzo,27,Belgium,67,Sporting Lokeren,Others,No,5,Right,Defence
J. Goossens,29,Netherlands,66,ADO Den Haag,Others,No,3,Left,MidField
D. Drocco,29,Argentina,66,Club Atlético Huracán,Others,No,5,Right,MidField
L. Mulholland,29,England,66,Real Salt Lake,Others,No,3,Right,MidField
S. Walker,26,England,65,Reading,Others,No,6,Right,GoalKeeper
T. Kanamori,24,Japan,64,Kashima Antlers,Others,No,3,Right,Forward
C. Stanko,24,United States,64,SC Freiburg,Others,No,4,Right,MidField
A. Gryszkiewicz,18,Poland,62,Górnik Zabrze,Others,No,1,Left,Defence
M. Cortés,21,Colombia,61,Jaguares de Córdoba,Others,No,1,Right,MidField
T. Alarcón,18,Chile,61,CD O'Higgins,Others,No,1,Right,Defence
B. Risa,20,Norway,61,Odds BK,Others,No,1,Left,Defence
Y. Tatsuta,20,Japan,61,Shimizu S-Pulse,Others,No,1,Right,Defence
R. Romero,19,Chile,61,Audax Italiano,Others,No,1,Right,MidField
J. Valenzuela,34,Mexico,70,Club Tijuana,Others,No,11,Right,Defence
T. Knoflach,24,Austria,65,SK Rapid Wien,Others,No,3,Right,GoalKeeper
R. Procházka,29,Slovakia,65,Viktoria Plze?,Others,No,1,Right,MidField
K. Moleko,28,South Africa,65,Kaizer Chiefs,Others,No,1,Right,Defence
A. Monsecour,22,Belgium,64,Sporting Lokeren,Others,No,3,Right,Defence
T. Hilliard-Arce,22,United States,64,LA Galaxy,Others,No,2,Right,Defence
F. Nadalín,20,Argentina,63,Newell's Old Boys,Others,No,2,Right,Defence
C. Bravo,21,Argentina,63,Club Atlético Banfield,Others,No,2,Left,Defence
D. Todorovic,21,Bosnia Herzegovina,63,FC Red Bull Salzburg,Others,No,4,Right,Defence
R. Rabeï,23,France,62,Amiens SC,Others,No,3,Right,MidField
M. Rodriguez,22,United States,62,Houston Dynamo,Others,No,1,Right,Forward
V. Pinson,22,France,62,Stade de Reims,Others,No,3,Right,Forward
I. Cissé,22,France,62,Angers SCO,Others,No,3,Right,Defence
Manu García,27,Spain,66,Extremadura UD,Others,No,2,Right,GoalKeeper
Borja Granero,28,Spain,66,Extremadura UD,Others,No,2,Left,MidField
F. Perucchini,26,Italy,66,Ascoli,Others,No,1,Left,GoalKeeper
Alex Vallejo,26,Spain,65,Córdoba CF,Others,No,2,Right,MidField
G. Zampano,24,Italy,64,Venezia FC,Others,No,1,Right,MidField
O. Çelik,26,Turkey,64,Antalyaspor,Others,No,4,Right,MidField
R. Garay,21,Argentina,60,Club Atlético Aldosivi,Others,No,1,Right,MidField
F. Ugrinic,19,Switzerland,60,FC Luzern,Others,No,1,Right,MidField
D. Fitz,19,Austria,60,FK Austria Wien,Others,No,1,Right,MidField
F. Rohner,19,Switzerland,60,FC Zürich,Others,No,1,Right,MidField
A. Canbaz,20,Turkey,60,Eintracht Braunschweig,Others,No,1,Right,Forward
N. Sukacev,20,Switzerland,60,Grasshopper Club Zürich,Others,No,2,Left,MidField
T. Domgjoni,19,Switzerland,60,FC Zürich,Others,No,1,Right,MidField
H. Acosta,26,Mexico,65,Deportivo Toluca,Others,No,6,Right,Defence
M. Sansores,27,Mexico,64,Monarcas Morelia,Others,No,3,Right,Forward
P. Arce,26,Mexico,64,Club América,Others,No,12,Right,MidField
J. Fejzi?,32,Bosnia Herzegovina,69,1. FC Magdeburg,Others,No,6,Right,GoalKeeper
Marc Pedraza,31,Spain,68,RCD Mallorca,Others,No,4,Right,MidField
C. Handke,29,Germany,67,1. FC Magdeburg,Others,No,5,Right,Defence
E. Padella,29,Italy,67,Ascoli,Others,No,2,Right,Defence
P. Caballero,32,Argentina,67,UD Almería,Others,No,4,Left,Forward
S. Contessa,28,Italy,67,Padova,Others,No,2,Left,Defence
M. Guidone,32,Italy,67,Padova,Others,No,2,Right,Forward
N. Valentini,29,Argentina,67,Ascoli,Others,No,2,Right,Defence
Gonzalo Verdú,29,Spain,67,Elche CF,Others,No,3,Right,Defence
M. Wassey,30,Canada,66,SC Paderborn 07,Others,No,4,Left,MidField
F. Della Rocca,30,Italy,66,Padova,Others,No,2,Left,MidField
E. Moreno,24,Colombia,64,Deportivo Pasto,Others,No,1,Left,MidField
S. Roa,22,Colombia,64,Patriotas Boyacá FC,Others,No,1,Right,Defence
J. Palacios,24,Colombia,64,Atlético Bucaramanga,Others,No,1,Right,Defence
D. Londoño,23,Colombia,64,Envigado FC,Others,No,1,Left,Defence
N. Moreno,21,Colombia,63,Envigado FC,Others,No,1,Right,MidField
M. Salas,20,Argentina,63,CD O'Higgins,Others,No,1,Left,MidField
J. Estrada,20,Mexico,61,Club Atlas,Others,No,2,Right,GoalKeeper
N. Knothe,19,Germany,60,Eintracht Frankfurt,Others,No,2,Right,Defence
M. Skenderovi?,20,Montenegro,60,TSG 1899 Hoffenheim,Others,No,4,Left,Forward
V. Millico,17,Italy,60,Torino,Others,No,3,Right,Forward
J. Nation,28,Norway,67,Vålerenga Fotball,Others,No,2,Right,Defence
A. Grant,24,Australia,66,Perth Glory,Others,No,2,Left,Defence
D. Widgren,24,Sweden,66,Östersunds FK,Others,No,2,Left,Defence
Lee Myung Jae,24,Korea Republic,66,Ulsan Hyundai FC,Others,No,2,Left,Defence
R. Jansson,26,Sweden,66,AIK,Others,No,3,Left,Defence
M. Amini,25,Australia,65,Aarhus GF,Others,No,4,Right,MidField
K. Hashimoto,24,Japan,65,FC Tokyo,Others,No,3,Right,MidField
A. Ibsen Rømer,24,Denmark,65,Randers FC,Others,No,3,Right,MidField
O. García,25,Colombia,65,Jaguares de Córdoba,Others,No,1,Right,MidField
W. Nightingale,22,England,63,AFC Wimbledon,Others,No,2,Right,Defence
J. Yorwerth,23,Wales,63,Peterborough United,Others,No,2,Right,Defence
C. Dummigan,22,Northern Ireland,63,Oldham Athletic,Others,No,3,Right,Defence
S. Donnellan,21,Republic of Ireland,63,Yeovil Town,Others,No,1,Right,Defence
W. Miller,22,England,62,Burton Albion,Others,No,2,Right,MidField
B. Jones,31,England,67,Rotherham United,Others,No,10,Right,Defence
Vagnão Junior,26,Brazil,64,Ceará Sporting Club,Others,No,5,Left,Forward
Leonardo,25,Brazil,64,Portimonense SC,Others,No,2,Right,GoalKeeper
S. Harrison,20,England,61,Tottenham Hotspur,09TottenhamHotspur,Yes,10,Left,Forward
Fran García,25,Spain,65,Albacete BP,Others,No,2,Left,Defence
Luis Ruiz,26,Spain,65,CD Lugo,Others,No,2,Left,Defence
J. Clauss,25,France,65,DSC Arminia Bielefeld,Others,No,4,Right,Defence
Ripa,32,Spain,69,CD Numancia,Others,No,5,Left,Defence
Juan Carlos,30,Spain,68,CD Numancia,Others,No,4,Right,GoalKeeper
Héctor Rodas,30,Spain,67,AD Alcorcón,Others,No,3,Right,Defence
I. Kecojevi?,30,Montenegro,67,Cádiz CF,Others,No,3,Right,Defence
M. Wieteska,21,Poland,64,Legia Warszawa,Others,No,2,Right,Defence
Ángel López,21,Spain,61,SD Eibar,Others,No,3,Left,MidField
Genaro,20,Spain,61,Sevilla FC,Others,No,2,Right,MidField
Y. Takeoka,32,Japan,58,Kawasaki Frontale,Others,No,1,Right,Defence
M. Alvir,24,Croatia,50,SK Slavia Praha,Others,No,1,Right,MidField
R. Martin,32,Scotland,68,Walsall,Others,No,4,Right,Defence
Danilson da Cruz,32,Cape Verde,68,AS Nancy Lorraine,Others,No,3,Right,MidField
G. Ndy Assembe,32,Cameroon,68,AS Nancy Lorraine,Others,No,3,Right,GoalKeeper
J. Mousinho,32,England,68,Oxford United,Others,No,5,Right,MidField
T. Ayasse,31,France,67,Stade Brestois 29,Others,No,3,Right,MidField
G. Dicker,31,Republic of Ireland,67,Kilmarnock,Others,No,3,Right,MidField
C. Cambon,31,France,67,US Orléans Loiret Football,Others,No,2,Right,Defence
M. Reynolds,31,Scotland,67,Aberdeen,Others,No,3,Left,Defence
A. Grant,31,England,67,Shrewsbury,Others,No,4,Right,MidField
J. Mackie,32,Scotland,66,Oxford United,Others,No,4,Right,Forward
L. Kelly,28,Scotland,66,Coventry City,Others,No,3,Right,MidField
K. Pearce,28,Barbados,66,Mansfield Town,Others,No,6,Right,Defence
A. Monfray,27,France,66,US Orléans Loiret Football,Others,No,2,Right,Defence
L. Brown,27,England,66,Portsmouth,Others,No,4,Left,Defence
N. Thompson,27,England,66,Portsmouth,Others,No,4,Right,Defence
M. Blair,29,England,65,Doncaster Rovers,Others,No,3,Right,MidField
J. O'Shea,29,Republic of Ireland,65,Bury,Others,No,5,Right,MidField
E. Upson,28,England,65,Bristol Rovers,Others,No,3,Right,MidField
L. Gonnelli,25,Italy,64,Livorno,Others,No,1,Right,Defence
A. Camigliano,23,Italy,64,Cittadella,Others,No,1,Right,Defence
S. Gassama,23,Spain,63,UD Almería,Others,No,2,Right,Forward
Sergio Buenacasa,22,Spain,63,RCD Mallorca,Others,No,2,Right,Forward
F. Di Mariano,22,Italy,63,Venezia FC,Others,No,1,Right,Forward
K. Toner,21,Republic of Ireland,63,St. Patrick's Athletic,Others,No,1,Left,Defence
A. Cistana,21,Italy,63,Brescia,Others,No,1,Right,Defence
Callejón,20,Spain,62,UD Almería,Others,No,1,Left,MidField
F. ?im?ek,20,Germany,59,Çaykur Rizespor,Others,No,2,Left,MidField
J. Peñaloza,18,Colombia,59,SD Huesca,Others,No,2,Right,Forward
T. Leugers,27,Germany,66,SV Meppen,Others,No,1,Left,MidField
M. Sollbauer,28,Austria,66,Wolfsberger AC,Others,No,4,Right,Defence
Q. Moll,27,Germany,66,TSV 1860 München,Others,No,2,Right,MidField
D. Miloc,27,Argentina,66,Club Atlético Aldosivi,Others,No,3,Right,MidField
M. Endres,27,Germany,66,SpVgg Unterhaching,Others,No,2,Right,Defence
J. Campbell,25,United States,65,Chicago Fire,Others,No,2,Right,Defence
G. Cros,23,France,65,FC Carl Zeiss Jena,Others,No,1,Left,Defence
T. Rehfeldt,24,Germany,65,VfR Aalen,Others,No,1,Right,Defence
C. Schoissengeyr,23,Austria,65,FK Austria Wien,Others,No,4,Right,Defence
R. Kerschbaum,24,Austria,65,FC Wacker Innsbruck,Others,No,3,Right,MidField
P. Tschernegg,25,Austria,65,FC St. Gallen,Others,No,4,Right,MidField
F. Tingager,25,Denmark,65,Eintracht Braunschweig,Others,No,2,Right,Defence
L. Nieuwpoort,23,Netherlands,65,De Graafschap,Others,No,2,Left,Defence
A. Verschueren,21,Belgium,65,NAC Breda,Others,No,2,Right,MidField
N. Lavanchy,24,Switzerland,65,Grasshopper Club Zürich,Others,No,3,Right,Defence
A. Sandona,25,Argentina,65,Patronato,Others,No,4,Right,Defence
B. Gschweidl,22,Austria,64,Wolfsberger AC,Others,No,3,Right,Forward
B. Jopek,24,Germany,64,Hallescher FC,Others,No,1,Left,MidField
S. Mamba,24,Germany,64,FC Energie Cottbus,Others,No,1,Right,Forward
D. Serna,24,United States,64,Colorado Rapids,Others,No,2,Left,MidField
P. Müller,23,Germany,64,SC Preußen Münster,Others,No,1,Right,MidField
B. Vécsei,24,Hungary,64,FC Lugano,Others,No,2,Left,MidField
O. Kurt,23,Turkey,64,SC Fortuna Köln,Others,No,1,Right,MidField
J. Fehr,23,Germany,64,SG Sonnenhof Großaspach,Others,No,1,Left,MidField
Mollejo,17,Spain,59,Atlético Madrid,12AtleticoMadrid,Yes,4,Left,Forward
W. Sandilands,34,South Africa,69,Orlando Pirates,Others,No,1,Right,GoalKeeper
Zhang Lu,30,China PR,66,Tianjin Quanjian FC,Others,No,5,Right,GoalKeeper
Wang Xiaolong,32,China PR,65,Tianjin Quanjian FC,Others,No,6,Left,Forward
N. Nyauza,28,South Africa,65,Orlando Pirates,Others,No,1,Right,Defence
Feng Renliang,30,China PR,64,Beijing Renhe FC,Others,No,4,Right,Forward
C. Stokes,27,England,65,Bury,Others,No,4,Left,Defence
O. Cissé,27,Mali,65,Milton Keynes Dons,Others,No,4,Left,MidField
F. Boyer,27,Madagascar,65,Grenoble Foot 38,Others,No,2,Left,Defence
D. Daniels,24,Montserrat,64,Blackpool,Others,No,2,Right,Defence
O. Sowunmi,22,England,64,Yeovil Town,Others,No,2,Right,Defence
T. Anderson,24,England,64,Doncaster Rovers,Others,No,2,Right,Defence
I. Savane,24,France,64,AS Béziers,Others,No,1,Left,Defence
D. Kiki,24,Benin,64,Stade Brestois 29,Others,No,2,Left,Defence
J. Bolton,23,England,64,Shrewsbury,Others,No,2,Right,Defence
L. Angol,23,England,63,Shrewsbury,Others,No,2,Right,Forward
J. Pigott,24,England,63,AFC Wimbledon,Others,No,2,Right,Forward
D. Djigla,22,Benin,63,Chamois Niortais Football Club,Others,No,1,Right,MidField
E. Lee,23,England,63,Luton Town,Others,No,2,Right,MidField
M. Pinnock,23,England,63,AFC Wimbledon,Others,No,2,Left,MidField
A. Bakayoko,22,Sierra Leone,63,Coventry City,Others,No,2,Left,Forward
M. Donoso,31,Chile,67,Club Deportes Temuco,Others,No,2,Right,Forward
G. Cvijanovi?,31,Slovenia,67,Arka Gdynia,Others,No,2,Right,MidField
S. Jaime,31,Argentina,67,Unión Española,Others,No,2,Right,Forward
M. Szczepaniak,27,Poland,66,Mied? Legnica,Others,No,2,Right,Forward
Ricardinho,28,Brazil,66,Wis?a P?ock,Others,No,3,Right,Forward
H. Ojamaa,27,Estonia,66,Mied? Legnica,Others,No,2,Right,Forward
R. Caballero,27,Paraguay,66,Rionegro Águilas,Others,No,1,Left,Forward
C. Escobar,28,Chile,66,San Luis de Quillota,Others,No,2,Right,Forward
D. Henriquez,19,Chile,60,Universidad Católica,Others,No,1,Right,Forward
A. ?ati?,19,Bosnia Herzegovina,60,PSV,Others,No,1,Right,Forward
C. Lampe,31,Bolivia,69,Boca Juniors,Others,No,8,Right,GoalKeeper
K. Fisker,30,Denmark,67,Brøndby IF,Others,No,9,Left,MidField
S. Akasaki,26,Japan,66,Kawasaki Frontale,Others,No,3,Right,Forward
Lin Chuangyi,25,China PR,62,Shanghai SIPG FC,Others,No,3,Right,MidField
K. Zobeck,28,United States,55,FC Dallas,Others,No,1,Right,GoalKeeper
M. Arena,19,Italy,51,Foggia,Others,No,1,Right,Defence
C. Frommann,20,Germany,60,SC Freiburg,Others,No,2,Right,GoalKeeper
Adriano Facchini,35,Brazil,71,Al Batin,Others,No,5,Right,GoalKeeper
N. Al Shamrani,34,Saudi Arabia,69,Al Shabab,Others,No,17,Right,Forward
C. Feraud,27,Ecuador,66,Al Hazem,Others,No,4,Right,MidField
O. Schnitzler,22,Germany,65,SC Preußen Münster,Others,No,1,Right,GoalKeeper
J. Butez,23,France,65,Royal Excel Mouscron,Others,No,2,Right,GoalKeeper
M. de Fockert,23,Netherlands,65,Excelsior,Others,No,1,Right,GoalKeeper
A. Pucheta,23,Argentina,64,San Martín de San Juan,Others,No,3,Left,Defence
D. Slamar,23,Germany,64,FC Carl Zeiss Jena,Others,No,1,Left,Defence
N. Shipnoski,20,Germany,62,SV Wehen Wiesbaden,Others,No,1,Right,MidField
A. Costa,33,Argentina,69,San Martin de Tucumán,Others,No,6,Left,MidField
V. Sielis,28,Cyprus,68,Gangwon FC,Others,No,3,Left,Defence
L. DeVere,28,Australia,68,Brisbane Roar,Others,No,3,Right,Defence
Wellington,30,Brazil,67,Vissel Kobe,Others,No,3,Right,Forward
N. Dams,28,Germany,67,SV Wehen Wiesbaden,Others,No,3,Right,MidField
Park Jong Woo,29,Korea Republic,67,Suwon Samsung Bluewings,Others,No,3,Right,MidField
J. Schoop,29,Denmark,67,Vejle Boldklub,Others,No,4,Left,MidField
F. Heerkens,28,Netherlands,67,Willem II,Others,No,3,Right,Defence
M. Lorenz,29,Germany,66,Karlsruher SC,Others,No,3,Left,MidField
R. Seuntjens,29,Netherlands,66,VVV-Venlo,Others,No,3,Right,MidField
N. Bertrams,25,Netherlands,66,FC Nordsjælland,Others,No,3,Right,GoalKeeper
F. Montero,29,Argentina,66,Argentinos Juniors,Others,No,4,Right,MidField
M. Könnecke,29,Germany,66,FSV Zwickau,Others,No,1,Right,MidField
M. Naamani,27,Algeria,65,Al Fateh,Others,No,7,Right,Defence
D. Mikanovi?,24,Croatia,65,Aarhus GF,Others,No,3,Right,Defence
J. González,26,Paraguay,65,Defensa y Justicia,Others,No,3,Right,Defence
A. Duarte,24,Peru,65,Lobos BUAP,Others,No,2,Right,GoalKeeper
L. Rougeaux,24,France,65,KV Kortrijk,Others,No,3,Right,Defence
Choi Kyu Baek,24,Korea Republic,65,V-Varen Nagasaki,Others,No,1,Right,Defence
T. Nishino,24,Japan,65,Gamba Osaka,Others,No,3,Right,Defence
R. Shindo,22,Japan,65,Hokkaido Consadole Sapporo,Others,No,1,Right,Defence
N. Kuipers,25,Netherlands,65,ADO Den Haag,Others,No,2,Right,Defence
E. Miller,25,United States,65,Minnesota United FC,Others,No,2,Right,Defence
N. Ansell,24,Australia,65,Melbourne Victory,Others,No,2,Right,Defence
P. Karlsson Lagemyr,21,Sweden,64,IFK Göteborg,Others,No,1,Right,Forward
L. Jensen,23,Denmark,64,Vendsyssel FF,Others,No,2,Right,MidField
F. Jensen,25,Norway,64,SV Zulte-Waregem,Others,No,3,Right,MidField
H. Onaga,23,Japan,64,V-Varen Nagasaki,Others,No,1,Right,MidField
F. Herbers,24,Germany,64,Philadelphia Union,Others,No,2,Right,Forward
F. Ayaz,23,Sweden,64,Dalkurd FF,Others,No,1,Right,MidField
L. Díaz,26,Argentina,64,Atlético Tucumán,Others,No,3,Right,Forward
Jeon Se Jin,18,Korea Republic,63,Suwon Samsung Bluewings,Others,No,1,Right,Forward
J. Lungi Sørensen,20,Denmark,63,Esbjerg fB,Others,No,2,Right,MidField
T. Heintz,19,Norway,63,Sarpsborg 08 FF,Others,No,1,Right,MidField
Adão Salvadaldo,34,Brazil,68,Atlético Paranaense,Others,No,7,Left,Forward
Arthur Silbeira,34,Brazil,68,Santos,Others,No,8,Right,Forward
Enzio Julião,34,Brazil,68,Bahia,Others,No,6,Right,Forward
Botelhinonsa,30,Brazil,66,Atlético Paranaense,Others,No,4,Right,Defence
D. Edwards,32,Wales,66,Reading,Others,No,10,Right,MidField
Benjamin Muscato,26,Brazil,65,Chapecoense,Others,No,4,Right,Defence
Paulito Zanon,26,Brazil,65,Paraná,Others,No,5,Right,MidField
Claudio Mouria,26,Brazil,64,Santos,Others,No,4,Right,MidField
A. Sharahili,24,Saudi Arabia,63,Al Hilal,Others,No,5,Left,Defence
A. Mora,20,Mexico,63,Deportivo Toluca,Others,No,3,Left,Defence
E. Ortega,21,Mexico,62,Club Atlas,Others,No,3,Right,MidField
A. Iniestra,22,Mexico,62,U.N.A.M.,Others,No,3,Left,MidField
T. Doornbusch,18,Netherlands,62,SC Heerenveen,Others,No,1,Right,GoalKeeper
A. Maldonado,20,Argentina,60,Club Atlético Banfield,Others,No,2,Right,Defence
